time_orbits,dist_km,u_p_norm,u_e_norm
0.318328,6.82402760e+02,4.45712596e-04,2.16585392e-04
0.319422,6.83349668e+02,4.31715932e-04,2.09255396e-04
0.320516,6.84288980e+02,4.15095135e-04,2.01846508e-04
0.321610,6.85216714e+02,3.98600634e-04,1.94433362e-04
0.322704,6.86128689e+02,3.84369407e-04,1.87039964e-04
0.323798,6.87020552e+02,3.69745141e-04,1.79645938e-04
0.324891,6.87888230e+02,3.54891998e-04,1.72270139e-04
0.325985,6.88727724e+02,3.38991537e-04,1.64900638e-04
0.327079,6.89535260e+02,3.24189734e-04,1.57628992e-04
0.328173,6.90307065e+02,3.09677539e-04,1.50443338e-04
0.329267,6.91039461e+02,2.94692717e-04,1.43336279e-04
0.330361,6.91728897e+02,2.81302579e-04,1.36403080e-04
0.331455,6.92371906e+02,2.66358798e-04,1.29554016e-04
0.332549,6.92965324e+02,2.52877164e-04,1.22929658e-04
0.333643,6.93505932e+02,2.39185335e-04,1.16473730e-04
0.334737,6.93990716e+02,2.25910607e-04,1.10245103e-04
0.335831,6.94416811e+02,2.13597704e-04,1.04291852e-04
0.336925,6.94781265e+02,2.01929387e-04,9.86076012e-05
0.338018,6.95081341e+02,1.90126003e-04,9.32048617e-05
0.339112,6.95314403e+02,1.80304096e-04,8.81876726e-05
0.340206,6.95477717e+02,1.70507331e-04,8.35031469e-05
0.341300,6.95568788e+02,1.62121114e-04,7.92472692e-05
0.342394,6.95585121e+02,1.54216590e-04,7.54076383e-05
0.343488,6.95524357e+02,1.46893009e-04,7.20211977e-05
0.344582,6.95384294e+02,1.41050626e-04,6.91460177e-05
0.345676,6.95162827e+02,1.35997820e-04,6.67816862e-05
0.346770,6.94857925e+02,1.31983286e-04,6.49508336e-05
0.347864,6.94467732e+02,1.28824792e-04,6.36551982e-05
0.348958,6.93990577e+02,1.26927898e-04,6.29000661e-05
0.350051,6.93424842e+02,1.26525149e-04,6.26399651e-05
0.351145,6.92768998e+02,1.26859748e-04,6.28517671e-05
0.352239,6.92021668e+02,1.28209210e-04,6.34946106e-05
0.353333,6.91181651e+02,1.30434967e-04,6.45453183e-05
0.354427,6.90247887e+02,1.33031039e-04,6.59184859e-05
0.355521,6.89219410e+02,1.36369206e-04,6.76189162e-05
0.356615,6.88095466e+02,1.40065159e-04,6.95789335e-05
0.357709,6.86875474e+02,1.44745494e-04,7.18105066e-05
0.358803,6.85559072e+02,1.49813194e-04,7.42335678e-05
0.359897,6.84146059e+02,1.55013977e-04,7.68503048e-05
0.360991,6.82636416e+02,1.60632258e-04,7.96359444e-05
0.362084,6.81030313e+02,1.66704812e-04,8.25867914e-05
0.363178,6.79328147e+02,1.73023239e-04,8.56765729e-05
0.364272,6.77530536e+02,1.79614334e-04,8.89043513e-05
0.365366,6.75638305e+02,1.86517022e-04,9.22757064e-05
0.366460,6.73652495e+02,1.93826810e-04,9.57901703e-05
0.367554,6.71574380e+02,2.01154838e-04,9.94271196e-05
0.368648,6.69405400e+02,2.08669895e-04,1.03173210e-04
0.369742,6.67147222e+02,2.16807481e-04,1.07095836e-04
0.370836,6.64801744e+02,2.24900335e-04,1.11106000e-04
0.371930,6.62371108e+02,2.33282556e-04,1.15250094e-04
0.373024,6.59857714e+02,2.42121534e-04,1.19571279e-04
0.374117,6.57264185e+02,2.51107847e-04,1.23998919e-04
0.375211,6.54593306e+02,2.60410760e-04,1.28559946e-04
0.376305,6.51848099e+02,2.69939477e-04,1.33258843e-04
0.377399,6.49031835e+02,2.79858486e-04,1.38114656e-04
0.378493,6.46148005e+02,2.89894374e-04,1.43109300e-04
0.379587,6.43200410e+02,3.00482947e-04,1.48311553e-04
0.380681,6.40193064e+02,3.11481346e-04,1.53659402e-04
0.381775,6.37130174e+02,3.22399893e-04,1.59155912e-04
0.382869,6.34016172e+02,3.33977614e-04,1.64827628e-04
0.383963,6.30855704e+02,3.45681697e-04,1.70639445e-04
0.385057,6.27653664e+02,3.58006283e-04,1.76658663e-04
0.386150,6.24415070e+02,3.70311771e-04,1.82801885e-04
0.387244,6.21145157e+02,3.83335014e-04,1.89188811e-04
0.388338,6.17849373e+02,3.96886040e-04,1.95731928e-04
0.389432,6.14533291e+02,4.10648335e-04,2.02495320e-04
0.390526,6.11202752e+02,4.24799242e-04,2.09442600e-04
0.391620,6.07863804e+02,4.38854397e-04,2.16607960e-04
0.392714,6.04522782e+02,4.53739003e-04,2.24017809e-04
0.393808,6.01186087e+02,4.69282794e-04,2.31638010e-04
0.394902,5.97860182e+02,4.84695692e-04,2.39509706e-04
0.395996,5.94551735e+02,5.01523964e-04,2.47553705e-04
0.397090,5.91267318e+02,5.18171638e-04,2.55878308e-04
0.398184,5.88013752e+02,5.35422397e-04,2.64411099e-04
0.399277,5.84797757e+02,5.53753587e-04,2.73233048e-04
0.400371,5.81626055e+02,5.72840107e-04,2.82300023e-04
0.401465,5.78505560e+02,5.91083055e-04,2.91670577e-04
0.402559,5.75443410e+02,6.11287699e-04,3.01259709e-04
0.403653,5.72446212e+02,6.30713940e-04,3.11200838e-04
0.404747,5.69521141e+02,6.50545088e-04,3.21436285e-04
0.405841,5.66674918e+02,6.73888842e-04,3.31869992e-04
0.406935,5.63913477e+02,6.96608747e-04,3.42545645e-04
0.408029,5.61242981e+02,7.19167880e-04,3.53447181e-04
0.409123,5.58669574e+02,7.40763098e-04,3.64632912e-04
0.410217,5.56199493e+02,7.63901329e-04,3.76109162e-04
0.411310,5.53838568e+02,7.89041125e-04,3.87819507e-04
0.412404,5.51591911e+02,8.14026491e-04,3.99697192e-04
0.413498,5.49464347e+02,8.40605774e-04,4.11747250e-04
0.414592,5.47460399e+02,8.64651163e-04,4.23991825e-04
0.415686,5.45584235e+02,8.92654312e-04,4.36319139e-04
0.416780,5.43839151e+02,9.16484825e-04,4.48717890e-04
0.417874,5.42228196e+02,9.46553566e-04,4.61240769e-04
0.418968,5.40753845e+02,9.69621514e-04,4.73672750e-04
0.420062,5.39418988e+02,9.95346465e-04,4.86158708e-04
0.421156,5.38224917e+02,1.02502321e-03,4.98593677e-04
0.422250,5.37172509e+02,1.04948507e-03,5.10763578e-04
0.423343,5.36262797e+02,1.07435556e-03,5.22822980e-04
0.424437,5.35496230e+02,1.10038476e-03,5.34696399e-04
0.425531,5.34872240e+02,1.12400055e-03,5.46193140e-04
0.426625,5.34390102e+02,1.14752267e-03,5.57357369e-04
0.427719,5.34047360e+02,1.17448138e-03,5.68056574e-04
0.428813,5.33840657e+02,1.19592452e-03,5.78077268e-04
0.429907,5.33766629e+02,1.21504329e-03,5.87421111e-04
0.431001,5.33821804e+02,1.24010940e-03,5.96291200e-04
0.432095,5.34000559e+02,1.26521895e-03,6.04361680e-04
0.433189,5.34295918e+02,1.27734912e-03,6.11183947e-04
0.434283,5.34703999e+02,1.28153209e-03,6.17148448e-04
0.435376,5.35221907e+02,1.29550494e-03,6.22672624e-04
0.436470,5.35842378e+02,1.30940145e-03,6.27013178e-04
0.437564,5.36558851e+02,1.31478610e-03,6.30205281e-04
0.438658,5.37365413e+02,1.32040411e-03,6.32445500e-04
0.439752,5.38254848e+02,1.32245790e-03,6.33467104e-04
0.440846,5.39219885e+02,1.32160350e-03,6.33350282e-04
0.441940,5.40252469e+02,1.32617665e-03,6.32172069e-04
0.443034,5.41342374e+02,1.31984970e-03,6.29368644e-04
0.444128,5.42482895e+02,1.31616342e-03,6.25642335e-04
0.445222,5.43666299e+02,1.29561985e-03,6.20316432e-04
0.446316,5.44885573e+02,1.28487650e-03,6.14093372e-04
0.447409,5.46132447e+02,1.26888523e-03,6.06610799e-04
0.448503,5.47397689e+02,1.25391714e-03,5.97890902e-04
0.449597,5.48671769e+02,1.23133215e-03,5.87747946e-04
0.450691,5.49946879e+02,1.20959546e-03,5.76581901e-04
0.451785,5.51214880e+02,1.17583437e-03,5.63994991e-04
0.452879,5.52468337e+02,1.14431849e-03,5.50453624e-04
0.453973,5.53698685e+02,1.11939227e-03,5.35981948e-04
0.455067,5.54896636e+02,1.08467997e-03,5.20231642e-04
0.456161,5.56053826e+02,1.04878695e-03,5.03476958e-04
0.457255,5.57161899e+02,1.01523253e-03,4.85894026e-04
0.458349,5.58211757e+02,9.79729900e-04,4.67346487e-04
0.459443,5.59194568e+02,9.35171191e-04,4.47800772e-04
0.460536,5.60103150e+02,8.92194956e-04,4.27649847e-04
0.461630,5.60929904e+02,8.49992616e-04,4.06889768e-04
0.462724,5.61666664e+02,8.05381682e-04,3.85489370e-04
