time_orbits,dist,err_x,err_y,err_z,err_vx,err_vy,err_vz,P_trace,u_p_norm
0.211672,9.07428291e+02,-2.72816086e+00,-2.93892341e+00,-2.45053994e+00,-9.90696293e-05,3.58078880e-03,6.16825602e-04,5.38466900e+00,1.69179653e-04
0.213313,8.96403181e+02,-2.76175803e+00,-2.94277326e+00,-2.52744779e+00,-2.18285111e-04,3.16222703e-03,1.40424905e-04,5.40630307e+00,1.77016291e-04
0.214953,8.85239880e+02,-2.84657038e+00,-2.91089602e+00,-2.52812553e+00,-6.27680530e-04,3.06442012e-03,2.33760808e-04,5.42774034e+00,1.84807936e-04
0.216594,8.73948564e+02,-2.83735594e+00,-2.86423770e+00,-2.49745452e+00,-4.04386157e-04,3.11069370e-03,5.39814678e-04,5.44931778e+00,1.92272737e-04
0.218235,8.62540070e+02,-2.86820461e+00,-2.89856022e+00,-2.50380448e+00,-5.01396020e-04,2.70886544e-03,5.99409012e-04,5.47097515e+00,2.00125839e-04
0.219876,8.51025333e+02,-2.93379802e+00,-2.82442996e+00,-2.46010253e+00,-7.76522406e-04,2.86741283e-03,8.98471473e-04,5.49266014e+00,2.07713639e-04
0.221517,8.39415681e+02,-3.01765838e+00,-2.75736818e+00,-2.48356143e+00,-1.08228537e-03,2.81270314e-03,6.38215357e-04,5.51422092e+00,2.15766481e-04
0.223158,8.27722789e+02,-3.12503164e+00,-2.59957081e+00,-2.48965755e+00,-1.48328027e-03,3.11778872e-03,4.59686029e-04,5.53539214e+00,2.23432039e-04
0.224799,8.15958564e+02,-3.17682749e+00,-2.54035509e+00,-2.45716594e+00,-1.50483950e-03,3.18310699e-03,7.74446864e-04,5.55637191e+00,2.30818603e-04
0.226440,8.04135441e+02,-3.14588358e+00,-2.41133801e+00,-2.47596849e+00,-9.41287182e-04,3.36837977e-03,5.29150475e-04,5.57796394e+00,2.37711653e-04
0.228080,7.92266196e+02,-3.19021152e+00,-2.53108210e+00,-2.48728172e+00,-1.04276798e-03,2.69626966e-03,7.28271378e-04,5.59938568e+00,2.44809164e-04
0.229721,7.80363412e+02,-3.25897566e+00,-2.62654650e+00,-2.58371091e+00,-1.26537931e-03,2.01195871e-03,2.43725991e-04,5.62082183e+00,2.51765946e-04
0.231362,7.68439599e+02,-3.32614672e+00,-2.47412975e+00,-2.57252011e+00,-1.46206651e-03,2.37364103e-03,2.26153511e-04,5.64245812e+00,2.58291682e-04
0.233003,7.56508007e+02,-3.41679320e+00,-2.35113313e+00,-2.58005507e+00,-1.70114775e-03,2.52465468e-03,1.74616224e-04,5.66260905e+00,2.65310322e-04
0.234644,7.44582419e+02,-3.60611069e+00,-2.34272306e+00,-2.51883189e+00,-2.58443778e-03,2.34656341e-03,7.64153171e-04,5.68308202e+00,2.71943661e-04
0.236285,7.32676493e+02,-3.63566453e+00,-2.40651584e+00,-2.61255661e+00,-2.26457571e-03,2.00676609e-03,3.18244865e-04,5.70428301e+00,2.77641932e-04
0.237926,7.20803877e+02,-3.77738048e+00,-2.36754609e+00,-2.53384099e+00,-2.74527532e-03,2.02357453e-03,9.19598833e-04,5.72531841e+00,2.83777750e-04
0.239566,7.08978766e+02,-3.79733900e+00,-2.23206568e+00,-2.52400261e+00,-2.30686459e-03,2.29824060e-03,7.91129412e-04,5.74592144e+00,2.89259742e-04
0.241207,6.97215754e+02,-3.87332793e+00,-2.03578752e+00,-2.46800858e+00,-2.31741568e-03,2.65318249e-03,8.79680615e-04,5.76523264e+00,2.94830898e-04
0.242848,6.85529680e+02,-3.93211461e+00,-2.06385624e+00,-2.50520883e+00,-2.15538987e-03,2.38816295e-03,7.60010582e-04,5.78375071e+00,2.99821876e-04
0.244489,6.73935151e+02,-3.91730527e+00,-1.94547395e+00,-2.55556706e+00,-1.61520759e-03,2.45601161e-03,2.69582067e-04,5.80187788e+00,3.04067182e-04
0.246130,6.62446836e+02,-4.11174973e+00,-1.76676509e+00,-2.51877846e+00,-2.65900459e-03,2.52007328e-03,2.37726131e-04,5.81738314e+00,3.09359187e-04
0.247771,6.51079315e+02,-4.27002948e+00,-1.93539792e+00,-2.58588894e+00,-3.03584716e-03,1.95118135e-03,3.50258682e-04,5.82998216e+00,3.14026660e-04
